Name,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Pattern Customize Options,Cyrus Customize Price,Buy,Sell,Color 1,Color 2,Size,Surface,Exchange Price,Exchange Currency,Source,Season/Event,Season/Event Exclusive,HHA Base Points,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,HHA Category,Interact,Tag,Outdoor,Speaker Type,Lighting Type,Catalog,Version Added
electric guitar,Dark red,Color,Pop logo,Sticker area,No,No,Yes,Default; Custom,5200,71000,17750,Red,Colorful,1x1,No,63900,Poki,Nook's Cranny,NA,NA,251,concert,None,None,None,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0
electric guitar,Dark red,Color,Cute logo,Sticker area,No,No,Yes,Default; Custom,5200,71000,17750,Red,Pink,1x1,No,63900,Poki,Nook's Cranny,NA,NA,251,concert,None,None,None,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0
electric guitar,Natural wood,Color,None,Sticker area,No,No,Yes,Default; Custom,5200,71000,17750,Beige,Beige,1x1,No,63900,Poki,Nook's Cranny,NA,NA,251,concert,None,None,None,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0
electric guitar,Natural wood,Color,Familiar logo,Sticker area,No,No,Yes,Default; Custom,5200,71000,17750,Beige,Black,1x1,No,63900,Poki,Nook's Cranny,NA,NA,251,concert,None,None,None,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0
electric guitar,Natural wood,Color,Chic logo,Sticker area,No,No,Yes,Default; Custom,5200,71000,17750,Beige,White,1x1,No,63900,Poki,Nook's Cranny,NA,NA,251,concert,None,None,None,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0
electric guitar,Natural wood,Color,Rock logo,Sticker area,No,No,Yes,Default; Custom,5200,71000,17750,Beige,Purple,1x1,No,63900,Poki,Nook's Cranny,NA,NA,251,concert,None,None,None,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0
electric guitar,Natural wood,Color,Emblem logo,Sticker area,No,No,Yes,Default; Custom,5200,71000,17750,Beige,Green,1x1,No,63900,Poki,Nook's Cranny,NA,NA,251,concert,None,None,None,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0
electric guitar,Natural wood,Color,Handwritten logo,Sticker area,No,No,Yes,Default; Custom,5200,71000,17750,Beige,Aqua,1x1,No,63900,Poki,Nook's Cranny,NA,NA,251,concert,None,None,None,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0
electric guitar,Natural wood,Color,Pop logo,Sticker area,No,No,Yes,Default; Custom,5200,71000,17750,Beige,Colorful,1x1,No,63900,Poki,Nook's Cranny,NA,NA,251,concert,None,None,None,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0
electric guitar,Natural wood,Color,Cute logo,Sticker area,No,No,Yes,Default; Custom,5200,71000,17750,Beige,Pink,1x1,No,63900,Poki,Nook's Cranny,NA,NA,251,concert,None,None,None,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0
electric guitar,Cherry,Color,None,Sticker area,No,No,Yes,Default; Custom,5200,71000,17750,Red,Orange,1x1,No,63900,Poki,Nook's Cranny,NA,NA,251,concert,None,None,None,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0
electric guitar,Cherry,Color,Familiar logo,Sticker area,No,No,Yes,Default; Custom,5200,71000,17750,Red,Black,1x1,No,63900,Poki,Nook's Cranny,NA,NA,251,concert,None,None,None,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0
electric guitar,Cherry,Color,Chic logo,Sticker area,No,No,Yes,Default; Custom,5200,71000,17750,Red,White,1x1,No,63900,Poki,Nook's Cranny,NA,NA,251,concert,None,None,None,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0
electric guitar,Cherry,Color,Rock logo,Sticker area,No,No,Yes,Default; Custom,5200,71000,17750,Red,Purple,1x1,No,63900,Poki,Nook's Cranny,NA,NA,251,concert,None,None,None,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0
electric guitar,Cherry,Color,Emblem logo,Sticker area,No,No,Yes,Default; Custom,5200,71000,17750,Red,Green,1x1,No,63900,Poki,Nook's Cranny,NA,NA,251,concert,None,None,None,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0
electric guitar,Cherry,Color,Handwritten logo,Sticker area,No,No,Yes,Default; Custom,5200,71000,17750,Red,Aqua,1x1,No,63900,Poki,Nook's Cranny,NA,NA,251,concert,None,None,None,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0
electric guitar,Cherry,Color,Pop logo,Sticker area,No,No,Yes,Default; Custom,5200,71000,17750,Red,Colorful,1x1,No,63900,Poki,Nook's Cranny,NA,NA,251,concert,None,None,None,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0
electric guitar,Cherry,Color,Cute logo,Sticker area,No,No,Yes,Default; Custom,5200,71000,17750,Red,Pink,1x1,No,63900,Poki,Nook's Cranny,NA,NA,251,concert,None,None,None,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0
electric guitar,Sunburst,Color,None,Sticker area,No,No,Yes,Default; Custom,5200,71000,17750,Brown,Orange,1x1,No,63900,Poki,Nook's Cranny,NA,NA,251,concert,None,None,None,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0
electric guitar,Sunburst,Color,Familiar logo,Sticker area,No,No,Yes,Default; Custom,5200,71000,17750,Brown,Black,1x1,No,63900,Poki,Nook's Cranny,NA,NA,251,concert,None,None,None,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0
electric guitar,Sunburst,Color,Chic logo,Sticker area,No,No,Yes,Default; Custom,5200,71000,17750,Brown,White,1x1,No,63900,Poki,Nook's Cranny,NA,NA,251,concert,None,None,None,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0
electric guitar,Sunburst,Color,Rock logo,Sticker area,No,No,Yes,Default; Custom,5200,71000,17750,Brown,Purple,1x1,No,63900,Poki,Nook's Cranny,NA,NA,251,concert,None,None,None,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0
electric guitar,Sunburst,Color,Emblem logo,Sticker area,No,No,Yes,Default; Custom,5200,71000,17750,Brown,Green,1x1,No,63900,Poki,Nook's Cranny,NA,NA,251,concert,None,None,None,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0
electric guitar,Sunburst,Color,Handwritten logo,Sticker area,No,No,Yes,Default; Custom,5200,71000,17750,Brown,Aqua,1x1,No,63900,Poki,Nook's Cranny,NA,NA,251,concert,None,None,None,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0
electric guitar,Sunburst,Color,Pop logo,Sticker area,No,No,Yes,Default; Custom,5200,71000,17750,Brown,Colorful,1x1,No,63900,Poki,Nook's Cranny,NA,NA,251,concert,None,None,None,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0
electric guitar,Sunburst,Color,Cute logo,Sticker area,No,No,Yes,Default; Custom,5200,71000,17750,Brown,Pink,1x1,No,63900,Poki,Nook's Cranny,NA,NA,251,concert,None,None,None,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0
electric guitar,Marine emerald,Color,None,Sticker area,No,No,Yes,Default; Custom,5200,71000,17750,Aqua,Aqua,1x1,No,63900,Poki,Nook's Cranny,NA,NA,251,concert,None,None,None,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0
electric guitar,Marine emerald,Color,Familiar logo,Sticker area,No,No,Yes,Default; Custom,5200,71000,17750,Aqua,Black,1x1,No,63900,Poki,Nook's Cranny,NA,NA,251,concert,None,None,None,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0
electric guitar,Marine emerald,Color,Chic logo,Sticker area,No,No,Yes,Default; Custom,5200,71000,17750,Aqua,White,1x1,No,63900,Poki,Nook's Cranny,NA,NA,251,concert,None,None,None,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0
electric guitar,Marine emerald,Color,Rock logo,Sticker area,No,No,Yes,Default; Custom,5200,71000,17750,Aqua,Purple,1x1,No,63900,Poki,Nook's Cranny,NA,NA,251,concert,None,None,None,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0
electric guitar,Marine emerald,Color,Emblem logo,Sticker area,No,No,Yes,Default; Custom,5200,71000,17750,Aqua,Green,1x1,No,63900,Poki,Nook's Cranny,NA,NA,251,concert,None,None,None,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0
electric guitar,Marine emerald,Color,Handwritten logo,Sticker area,No,No,Yes,Default; Custom,5200,71000,17750,Aqua,Aqua,1x1,No,63900,Poki,Nook's Cranny,NA,NA,251,concert,None,None,None,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0
electric guitar,Marine emerald,Color,Pop logo,Sticker area,No,No,Yes,Default; Custom,5200,71000,17750,Aqua,Colorful,1x1,No,63900,Poki,Nook's Cranny,NA,NA,251,concert,None,None,None,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0
electric guitar,Marine emerald,Color,Cute logo,Sticker area,No,No,Yes,Default; Custom,5200,71000,17750,Aqua,Pink,1x1,No,63900,Poki,Nook's Cranny,NA,NA,251,concert,None,None,None,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0
electric guitar,Chic white,Color,None,Sticker area,No,No,Yes,Default; Custom,5200,71000,17750,White,Beige,1x1,No,63900,Poki,Nook's Cranny,NA,NA,251,concert,None,None,None,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0
electric guitar,Chic white,Color,Familiar logo,Sticker area,No,No,Yes,Default; Custom,5200,71000,17750,White,Black,1x1,No,63900,Poki,Nook's Cranny,NA,NA,251,concert,None,None,None,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0
electric guitar,Chic white,Color,Chic logo,Sticker area,No,No,Yes,Default; Custom,5200,71000,17750,White,White,1x1,No,63900,Poki,Nook's Cranny,NA,NA,251,concert,None,None,None,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0
electric guitar,Chic white,Color,Rock logo,Sticker area,No,No,Yes,Default; Custom,5200,71000,17750,White,Purple,1x1,No,63900,Poki,Nook's Cranny,NA,NA,251,concert,None,None,None,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0
electric guitar,Chic white,Color,Emblem logo,Sticker area,No,No,Yes,Default; Custom,5200,71000,17750,White,Green,1x1,No,63900,Poki,Nook's Cranny,NA,NA,251,concert,None,None,None,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0
electric guitar,Chic white,Color,Handwritten logo,Sticker area,No,No,Yes,Default; Custom,5200,71000,17750,White,Aqua,1x1,No,63900,Poki,Nook's Cranny,NA,NA,251,concert,None,None,None,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0
electric guitar,Chic white,Color,Pop logo,Sticker area,No,No,Yes,Default; Custom,5200,71000,17750,White,Colorful,1x1,No,63900,Poki,Nook's Cranny,NA,NA,251,concert,None,None,None,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0
electric guitar,Chic white,Color,Cute logo,Sticker area,No,No,Yes,Default; Custom,5200,71000,17750,White,Pink,1x1,No,63900,Poki,Nook's Cranny,NA,NA,251,concert,None,None,None,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0
electric guitar,Cosmo black,Color,None,Sticker area,No,No,Yes,Default; Custom,5200,71000,17750,Black,Black,1x1,No,63900,Poki,Nook's Cranny,NA,NA,251,concert,None,None,None,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0
electric guitar,Cosmo black,Color,Familiar logo,Sticker area,No,No,Yes,Default; Custom,5200,71000,17750,Black,Black,1x1,No,63900,Poki,Nook's Cranny,NA,NA,251,concert,None,None,None,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0
electric guitar,Cosmo black,Color,Chic logo,Sticker area,No,No,Yes,Default; Custom,5200,71000,17750,Black,White,1x1,No,63900,Poki,Nook's Cranny,NA,NA,251,concert,None,None,None,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0
electric guitar,Cosmo black,Color,Rock logo,Sticker area,No,No,Yes,Default; Custom,5200,71000,17750,Black,Purple,1x1,No,63900,Poki,Nook's Cranny,NA,NA,251,concert,None,None,None,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0
electric guitar,Cosmo black,Color,Emblem logo,Sticker area,No,No,Yes,Default; Custom,5200,71000,17750,Black,Green,1x1,No,63900,Poki,Nook's Cranny,NA,NA,251,concert,None,None,None,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0
electric guitar,Cosmo black,Color,Handwritten logo,Sticker area,No,No,Yes,Default; Custom,5200,71000,17750,Black,Aqua,1x1,No,63900,Poki,Nook's Cranny,NA,NA,251,concert,None,None,None,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0
electric guitar,Cosmo black,Color,Pop logo,Sticker area,No,No,Yes,Default; Custom,5200,71000,17750,Black,Colorful,1x1,No,63900,Poki,Nook's Cranny,NA,NA,251,concert,None,None,None,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0
electric guitar,Cosmo black,Color,Cute logo,Sticker area,No,No,Yes,Default; Custom,5200,71000,17750,Black,Pink,1x1,No,63900,Poki,Nook's Cranny,NA,NA,251,concert,None,None,None,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0
electric kick scooter,Red,Color,NA,NA,No,No,No,NA,1700,4400,1100,Red,Black,1x1,No,4000,Poki,Nook's Cranny,NA,NA,151,park,garden,None,None,None,Yes,Sports,Yes,Does not play music,Spotlight,For sale,1.0.0
electric kick scooter,White,Color,NA,NA,No,No,No,NA,1700,4400,1100,White,Gray,1x1,No,4000,Poki,Nook's Cranny,NA,NA,151,park,garden,None,None,None,Yes,Sports,Yes,Does not play music,Spotlight,For sale,1.0.0
electric kick scooter,Yellow,Color,NA,NA,No,No,No,NA,1700,4400,1100,Yellow,Black,1x1,No,4000,Poki,Nook's Cranny,NA,NA,151,park,garden,None,None,None,Yes,Sports,Yes,Does not play music,Spotlight,For sale,1.0.0
electric kick scooter,Green,Color,NA,NA,No,No,No,NA,1700,4400,1100,Green,Black,1x1,No,4000,Poki,Nook's Cranny,NA,NA,151,park,garden,None,None,None,Yes,Sports,Yes,Does not play music,Spotlight,For sale,1.0.0
electric kick scooter,Blue,Color,NA,NA,No,No,No,NA,1700,4400,1100,Blue,Black,1x1,No,4000,Poki,Nook's Cranny,NA,NA,151,park,garden,None,None,None,Yes,Sports,Yes,Does not play music,Spotlight,For sale,1.0.0
electric kick scooter,Pink,Color,NA,NA,No,No,No,NA,1700,4400,1100,Pink,Purple,1x1,No,4000,Poki,Nook's Cranny,NA,NA,151,park,garden,None,None,None,Yes,Sports,Yes,Does not play music,Spotlight,For sale,1.0.0
elegant bed,Gold,Frame,Botanical,Duvet cover,No,No,Yes,Default; Custom; Sable,5200,54000,13500,Yellow,Green,2x2,No,48600,Poki,Nook's Cranny; HHP Office,NA,NA,151,European,expensive,elegant,None,None,Bed,Bed,No,Does not play music,No lighting,For sale,2.0.0
elegant bed,Gold,Frame,White with stripe,Duvet cover,No,No,Yes,Default; Custom; Sable,5200,54000,13500,Yellow,White,2x2,No,48600,Poki,Nook's Cranny; HHP Office,NA,NA,151,European,expensive,elegant,None,None,Bed,Bed,No,Does not play music,No lighting,For sale,2.0.0
elegant bed,Gold,Frame,Gold diamonds,Duvet cover,No,No,Yes,Default; Custom; Sable,5200,54000,13500,Yellow,Orange,2x2,No,48600,Poki,Nook's Cranny; HHP Office,NA,NA,151,European,expensive,elegant,None,None,Bed,Bed,No,Does not play music,No lighting,For sale,2.0.0
elegant bed,Gold,Frame,Damascus-pattern red,Duvet cover,No,No,Yes,Default; Custom; Sable,5200,54000,13500,Yellow,Red,2x2,No,48600,Poki,Nook's Cranny; HHP Office,NA,NA,151,European,expensive,elegant,None,None,Bed,Bed,No,Does not play music,No lighting,For sale,2.0.0
elegant bed,Gold,Frame,Damascus-pattern black,Duvet cover,No,No,Yes,Default; Custom; Sable,5200,54000,13500,Yellow,Black,2x2,No,48600,Poki,Nook's Cranny; HHP Office,NA,NA,151,European,expensive,elegant,None,None,Bed,Bed,No,Does not play music,No lighting,For sale,2.0.0
elegant bed,Gold,Frame,Blue roses,Duvet cover,No,No,Yes,Default; Custom; Sable,5200,54000,13500,Yellow,Aqua,2x2,No,48600,Poki,Nook's Cranny; HHP Office,NA,NA,151,European,expensive,elegant,None,None,Bed,Bed,No,Does not play music,No lighting,For sale,2.0.0
elegant bed,Gold,Frame,Pink roses,Duvet cover,No,No,Yes,Default; Custom; Sable,5200,54000,13500,Yellow,Pink,2x2,No,48600,Poki,Nook's Cranny; HHP Office,NA,NA,151,European,expensive,elegant,None,None,Bed,Bed,No,Does not play music,No lighting,For sale,2.0.0
elegant bed,Silver,Frame,Botanical,Duvet cover,No,No,Yes,Default; Custom; Sable,5200,54000,13500,Gray,Green,2x2,No,48600,Poki,Nook's Cranny; HHP Office,NA,NA,151,European,expensive,elegant,None,None,Bed,Bed,No,Does not play music,No lighting,For sale,2.0.0
elegant bed,Silver,Frame,White with stripe,Duvet cover,No,No,Yes,Default; Custom; Sable,5200,54000,13500,Gray,White,2x2,No,48600,Poki,Nook's Cranny; HHP Office,NA,NA,151,European,expensive,elegant,None,None,Bed,Bed,No,Does not play music,No lighting,For sale,2.0.0
elegant bed,Silver,Frame,Gold diamonds,Duvet cover,No,No,Yes,Default; Custom; Sable,5200,54000,13500,Gray,Orange,2x2,No,48600,Poki,Nook's Cranny; HHP Office,NA,NA,151,European,expensive,elegant,None,None,Bed,Bed,No,Does not play music,No lighting,For sale,2.0.0
elegant bed,Silver,Frame,Damascus-pattern red,Duvet cover,No,No,Yes,Default; Custom; Sable,5200,54000,13500,Gray,Red,2x2,No,48600,Poki,Nook's Cranny; HHP Office,NA,NA,151,European,expensive,elegant,None,None,Bed,Bed,No,Does not play music,No lighting,For sale,2.0.0
elegant bed,Silver,Frame,Damascus-pattern black,Duvet cover,No,No,Yes,Default; Custom; Sable,5200,54000,13500,Gray,Black,2x2,No,48600,Poki,Nook's Cranny; HHP Office,NA,NA,151,European,expensive,elegant,None,None,Bed,Bed,No,Does not play music,No lighting,For sale,2.0.0
elegant bed,Silver,Frame,Blue roses,Duvet cover,No,No,Yes,Default; Custom; Sable,5200,54000,13500,Gray,Aqua,2x2,No,48600,Poki,Nook's Cranny; HHP Office,NA,NA,151,European,expensive,elegant,None,None,Bed,Bed,No,Does not play music,No lighting,For sale,2.0.0
elegant bed,Silver,Frame,Pink roses,Duvet cover,No,No,Yes,Default; Custom; Sable,5200,54000,13500,Gray,Pink,2x2,No,48600,Poki,Nook's Cranny; HHP Office,NA,NA,151,European,expensive,elegant,None,None,Bed,Bed,No,Does not play music,No lighting,For sale,2.0.0
elegant bed,Brown,Frame,Botanical,Duvet cover,No,No,Yes,Default; Custom; Sable,5200,54000,13500,Brown,Green,2x2,No,48600,Poki,Nook's Cranny; HHP Office,NA,NA,151,European,expensive,elegant,None,None,Bed,Bed,No,Does not play music,No lighting,For sale,2.0.0
elegant bed,Brown,Frame,White with stripe,Duvet cover,No,No,Yes,Default; Custom; Sable,5200,54000,13500,Brown,White,2x2,No,48600,Poki,Nook's Cranny; HHP Office,NA,NA,151,European,expensive,elegant,None,None,Bed,Bed,No,Does not play music,No lighting,For sale,2.0.0
elegant bed,Brown,Frame,Gold diamonds,Duvet cover,No,No,Yes,Default; Custom; Sable,5200,54000,13500,Brown,Orange,2x2,No,48600,Poki,Nook's Cranny; HHP Office,NA,NA,151,European,expensive,elegant,None,None,Bed,Bed,No,Does not play music,No lighting,For sale,2.0.0
elegant bed,Brown,Frame,Damascus-pattern red,Duvet cover,No,No,Yes,Default; Custom; Sable,5200,54000,13500,Brown,Red,2x2,No,48600,Poki,Nook's Cranny; HHP Office,NA,NA,151,European,expensive,elegant,None,None,Bed,Bed,No,Does not play music,No lighting,For sale,2.0.0
elegant bed,Brown,Frame,Damascus-pattern black,Duvet cover,No,No,Yes,Default; Custom; Sable,5200,54000,13500,Brown,Black,2x2,No,48600,Poki,Nook's Cranny; HHP Office,NA,NA,151,European,expensive,elegant,None,None,Bed,Bed,No,Does not play music,No lighting,For sale,2.0.0
elegant bed,Brown,Frame,Blue roses,Duvet cover,No,No,Yes,Default; Custom; Sable,5200,54000,13500,Brown,Aqua,2x2,No,48600,Poki,Nook's Cranny; HHP Office,NA,NA,151,European,expensive,elegant,None,None,Bed,Bed,No,Does not play music,No lighting,For sale,2.0.0
elegant bed,Brown,Frame,Pink roses,Duvet cover,No,No,Yes,Default; Custom; Sable,5200,54000,13500,Brown,Pink,2x2,No,48600,Poki,Nook's Cranny; HHP Office,NA,NA,151,European,expensive,elegant,None,None,Bed,Bed,No,Does not play music,No lighting,For sale,2.0.0
elegant bed,White,Frame,Botanical,Duvet cover,No,No,Yes,Default; Custom; Sable,5200,54000,13500,White,Green,2x2,No,48600,Poki,Nook's Cranny; HHP Office,NA,NA,151,European,expensive,elegant,None,None,Bed,Bed,No,Does not play music,No lighting,For sale,2.0.0
elegant bed,White,Frame,White with stripe,Duvet cover,No,No,Yes,Default; Custom; Sable,5200,54000,13500,White,White,2x2,No,48600,Poki,Nook's Cranny; HHP Office,NA,NA,151,European,expensive,elegant,None,None,Bed,Bed,No,Does not play music,No lighting,For sale,2.0.0
elegant bed,White,Frame,Gold diamonds,Duvet cover,No,No,Yes,Default; Custom; Sable,5200,54000,13500,White,Orange,2x2,No,48600,Poki,Nook's Cranny; HHP Office,NA,NA,151,European,expensive,elegant,None,None,Bed,Bed,No,Does not play music,No lighting,For sale,2.0.0
elegant bed,White,Frame,Damascus-pattern red,Duvet cover,No,No,Yes,Default; Custom; Sable,5200,54000,13500,White,Red,2x2,No,48600,Poki,Nook's Cranny; HHP Office,NA,NA,151,European,expensive,elegant,None,None,Bed,Bed,No,Does not play music,No lighting,For sale,2.0.0
elegant bed,White,Frame,Damascus-pattern black,Duvet cover,No,No,Yes,Default; Custom; Sable,5200,54000,13500,White,Black,2x2,No,48600,Poki,Nook's Cranny; HHP Office,NA,NA,151,European,expensive,elegant,None,None,Bed,Bed,No,Does not play music,No lighting,For sale,2.0.0
elegant bed,White,Frame,Blue roses,Duvet cover,No,No,Yes,Default; Custom; Sable,5200,54000,13500,White,Aqua,2x2,No,48600,Poki,Nook's Cranny; HHP Office,NA,NA,151,European,expensive,elegant,None,None,Bed,Bed,No,Does not play music,No lighting,For sale,2.0.0
elegant bed,White,Frame,Pink roses,Duvet cover,No,No,Yes,Default; Custom; Sable,5200,54000,13500,White,Pink,2x2,No,48600,Poki,Nook's Cranny; HHP Office,NA,NA,151,European,expensive,elegant,None,None,Bed,Bed,No,Does not play music,No lighting,For sale,2.0.0
elegant bed,Black,Frame,Botanical,Duvet cover,No,No,Yes,Default; Custom; Sable,5200,54000,13500,Black,Green,2x2,No,48600,Poki,Nook's Cranny; HHP Office,NA,NA,151,European,expensive,elegant,None,None,Bed,Bed,No,Does not play music,No lighting,For sale,2.0.0
elegant bed,Black,Frame,White with stripe,Duvet cover,No,No,Yes,Default; Custom; Sable,5200,54000,13500,Black,White,2x2,No,48600,Poki,Nook's Cranny; HHP Office,NA,NA,151,European,expensive,elegant,None,None,Bed,Bed,No,Does not play music,No lighting,For sale,2.0.0
elegant bed,Black,Frame,Gold diamonds,Duvet cover,No,No,Yes,Default; Custom; Sable,5200,54000,13500,Black,Orange,2x2,No,48600,Poki,Nook's Cranny; HHP Office,NA,NA,151,European,expensive,elegant,None,None,Bed,Bed,No,Does not play music,No lighting,For sale,2.0.0
elegant bed,Black,Frame,Damascus-pattern red,Duvet cover,No,No,Yes,Default; Custom; Sable,5200,54000,13500,Black,Red,2x2,No,48600,Poki,Nook's Cranny; HHP Office,NA,NA,151,European,expensive,elegant,None,None,Bed,Bed,No,Does not play music,No lighting,For sale,2.0.0
elegant bed,Black,Frame,Damascus-pattern black,Duvet cover,No,No,Yes,Default; Custom; Sable,5200,54000,13500,Black,Black,2x2,No,48600,Poki,Nook's Cranny; HHP Office,NA,NA,151,European,expensive,elegant,None,None,Bed,Bed,No,Does not play music,No lighting,For sale,2.0.0
elegant bed,Black,Frame,Blue roses,Duvet cover,No,No,Yes,Default; Custom; Sable,5200,54000,13500,Black,Aqua,2x2,No,48600,Poki,Nook's Cranny; HHP Office,NA,NA,151,European,expensive,elegant,None,None,Bed,Bed,No,Does not play music,No lighting,For sale,2.0.0
elegant bed,Black,Frame,Pink roses,Duvet cover,No,No,Yes,Default; Custom; Sable,5200,54000,13500,Black,Pink,2x2,No,48600,Poki,Nook's Cranny; HHP Office,NA,NA,151,European,expensive,elegant,None,None,Bed,Bed,No,Does not play music,No lighting,For sale,2.0.0
elegant bed,Blue,Frame,Botanical,Duvet cover,No,No,Yes,Default; Custom; Sable,5200,54000,13500,Aqua,Green,2x2,No,48600,Poki,Nook's Cranny; HHP Office,NA,NA,151,European,expensive,elegant,None,None,Bed,Bed,No,Does not play music,No lighting,For sale,2.0.0
elegant bed,Blue,Frame,White with stripe,Duvet cover,No,No,Yes,Default; Custom; Sable,5200,54000,13500,Aqua,White,2x2,No,48600,Poki,Nook's Cranny; HHP Office,NA,NA,151,European,expensive,elegant,None,None,Bed,Bed,No,Does not play music,No lighting,For sale,2.0.0
elegant bed,Blue,Frame,Gold diamonds,Duvet cover,No,No,Yes,Default; Custom; Sable,5200,54000,13500,Aqua,Orange,2x2,No,48600,Poki,Nook's Cranny; HHP Office,NA,NA,151,European,expensive,elegant,None,None,Bed,Bed,No,Does not play music,No lighting,For sale,2.0.0
elegant bed,Blue,Frame,Damascus-pattern red,Duvet cover,No,No,Yes,Default; Custom; Sable,5200,54000,13500,Aqua,Red,2x2,No,48600,Poki,Nook's Cranny; HHP Office,NA,NA,151,European,expensive,elegant,None,None,Bed,Bed,No,Does not play music,No lighting,For sale,2.0.0
elegant bed,Blue,Frame,Damascus-pattern black,Duvet cover,No,No,Yes,Default; Custom; Sable,5200,54000,13500,Aqua,Black,2x2,No,48600,Poki,Nook's Cranny; HHP Office,NA,NA,151,European,expensive,elegant,None,None,Bed,Bed,No,Does not play music,No lighting,For sale,2.0.0
